likelihood0_means,likelihood0_stds,likelihood1_means,likelihood1_stds,ratio_means,ratio_stds,powers
-42.64483198998745,5.329011840125758,-42.47139931784651,5.379038481540904,0.34686534428187626,0.49949818649363453,0.0
-42.32579311113686,4.373298385961937,-39.77469949194106,4.219602972074596,5.102187238391619,1.0014052772673798,0.0
-41.42788158095395,6.012153704736531,-48.77325077226559,7.512433645579251,-14.690738382623294,3.4305156506987076,0.0
-44.691154389091835,11.990978437823154,-42.82952414510667,11.506883283180597,3.7232604879703515,1.1916054848053654,0.0
-38.67059740451639,2.389845179688607,-34.91067447922122,2.3268288093017873,7.519845850590326,0.440413614233086,0.0
-39.960431833181886,3.503689058163991,-37.32084010548202,3.273903132328016,5.279183455399716,0.8726482110773647,0.0
-41.414202667690816,6.392569981995017,-38.3845797930593,6.0695787697756325,6.059245749263027,0.7571283839773753,0.0
-44.317254883392366,5.4396091416481696,-39.75834833581263,5.077176158420423,9.117813095159477,1.0779312178513458,0.1
-42.166346158609734,3.7468848255669633,-35.80271150404223,3.204170544685135,12.727269309135021,1.1276530144364623,0.7
-44.03925274433117,6.286473672369343,-37.68200319172319,5.496307124006177,12.714499105215964,2.1691105279012013,1.0
-45.02387218120557,8.501752712108457,-36.1746421322386,7.035845403564609,17.698460097933925,3.0223147587135286,1.0
-47.00165504019793,9.915392548386434,-38.81262378855685,8.45107487808102,16.378062503282177,3.1528560358510025,1.0
-51.84195387600933,14.321163367412382,-40.04689557095544,11.1006605576691,23.590116610107764,6.4629718241419125,1.0
-43.98019261175867,9.180437499914474,-36.044037374279085,7.822098792299453,15.872310474959173,2.941302393042111,1.0
-45.766681238381324,9.242049465119822,-35.38011916199995,7.15862150658577,20.773124152762755,4.277061116130159,1.0
-50.028107422860394,9.824102029569072,-37.97617346166943,7.5758084893263495,24.10386792238193,4.612103288067518,1.0
-50.2194016552301,9.720843114361925,-37.904097007352334,8.197001199672433,24.630609295755548,3.2470098451285714,1.0
-47.402912372423685,8.311217556985314,-33.64268377025273,5.9266515587254505,27.52045720434189,4.838154835005743,1.0
-48.55132324134515,9.560404588136757,-35.91085936073749,7.847068353075015,25.28092776121532,3.696250633008084,1.0
-54.252841347070024,13.994533952762366,-38.89716812223269,10.298037249752323,30.711346449674657,7.46042602250383,1.0
-53.240864083669365,7.76683840554311,-37.43666625289505,5.429807491737616,31.608395661548638,4.799161387850002,1.0
-42.6036502764017,5.88461482453064,-30.2656889668433,4.289144043102868,24.6759226191168,3.5020049361836025,1.0
-59.68519124656999,19.464031387272758,-40.462833069617815,13.281289807911294,38.44471635390434,12.442611353255426,1.0
-50.58382175339007,12.707212320640709,-35.49461886559651,9.235353470226592,30.178405775587112,7.136955537625857,1.0
-56.11235896712102,12.340434073762896,-37.63241830807882,8.900248658442123,36.95988131808439,7.277408163743381,1.0
-56.00748269385009,20.685355599014184,-37.47670468430804,14.364930236678799,37.06155601908411,12.885727586469985,1.0
-56.64990493107125,9.144964795867478,-37.93247592301696,6.3566684494688666,37.43485801610855,6.110548645183294,1.0
-60.27774281116543,7.216866301225035,-39.836387366489156,5.001659815460811,40.882710889352566,4.782618472403587,1.0
-57.64820328120876,11.640740084542475,-38.519096609261,8.029060953128377,38.25821334389554,7.90217317240785,1.0
-50.27411730828264,8.356715712353642,-31.794991708295015,5.20515845822088,36.95825119997525,6.635171887831196,1.0
-64.30669304968906,14.221412984376737,-41.116627528587955,9.702170473604163,46.380131042202194,9.569095349740035,1.0
-56.99210213072447,10.066010884976622,-35.2397872906116,6.5886503282373825,43.50462968022574,7.57617116366623,1.0
-51.12151269113663,9.95638344063167,-33.2730948279754,7.06586759194857,35.696835726322476,6.09717824324572,1.0
-60.0364329323737,14.284348935871781,-35.91872515058306,8.743749509557922,48.235415563581306,11.228612779054892,1.0
-65.81047953062001,17.628786749986425,-41.111148634772235,11.87778343408412,49.39866179169557,11.756130993575736,1.0
-65.14974395302306,14.94435362779357,-38.889241925307964,9.795374335085414,52.52100405543022,10.83780476988065,1.0
-63.08988761445189,13.972558807451163,-36.64864969605558,9.00233480347931,52.882475836792636,10.542843314209426,1.0
-66.48944905431426,15.941159937397565,-41.018040245790004,10.27283322405745,50.942817617048505,11.70975988164771,1.0
-52.448184353867916,14.115309751233527,-30.06650512744407,8.954701972564596,44.7633584528477,10.790104141692447,1.0
-61.5040276539421,23.529200249674545,-34.8995469063011,14.84212442202901,53.20896149528202,17.64214563581417,1.0
-63.39011265201981,12.470321800349163,-38.51797094119799,7.972321147524067,49.74428342164363,9.53304603892987,1.0
-78.83592298905262,20.707415647914168,-45.921279718458656,13.374382578122567,65.82928654118793,15.026981513715839,1.0
-86.8111045118178,26.025351337039506,-51.8861640069866,16.902553777409388,69.84988100966238,18.736365277646517,1.0
-87.6000852368025,22.649214122378485,-50.18244494426913,12.948118399152241,74.83528058506673,19.727747254173476,1.0
-73.2304472237624,19.4009990348764,-41.26988276126801,11.742556304721447,63.92112892498877,16.281793488174067,1.0
-75.82379499435652,28.05007499222623,-40.95369151145831,15.345086654113539,69.74020696579643,25.730535826366797,1.0
-87.08526267226588,24.811014995844914,-49.46266580149708,14.636539135643801,75.2451937415376,21.478359088205437,1.0
-81.69359398544478,31.186533150600173,-44.460601421404604,17.073783806274733,74.46598512808036,29.01822751121018,1.0
-82.91923335351824,31.094234281137727,-45.93180024819903,17.65326905083119,73.9748662106384,27.048408681572596,1.0
-90.35352543462696,47.92925279339453,-49.05803565479397,25.473347742553226,82.59097955966601,45.26297412823754,1.0
-103.13245850673043,36.60233248169264,-54.156120407183245,19.54345381484444,97.95267619909438,34.6665575040445,1.0
-96.64275012452045,54.18303982282455,-51.86916432374576,30.077637164374575,89.54717160154935,48.839130320108715,1.0
-88.61640697972312,21.67839982758635,-48.13030960265208,12.90326232420172,80.97219475414208,17.931063219371257,1.0
-91.6974300416418,55.581585195575464,-48.95144906961822,31.881613944111848,85.49196194404713,48.20836373897244,1.0
-100.90837581472313,31.910967300722938,-53.180045181437244,18.524285437565737,95.45666126657179,27.832993128343738,1.0
-82.14472199029623,33.34340471302238,-43.330115973913024,19.254221744258565,77.62921203276642,28.769978394427046,1.0
-141.7479709163231,75.5848826057356,-77.91602149822613,44.31262872437365,127.66389883619395,63.144561297344545,1.0
-124.81712236012413,50.20584913473446,-64.51292002357702,26.395479023393964,120.60840467309428,47.99334426075051,1.0
-131.49428099609077,62.30170828106306,-66.85363200897547,32.60508687725527,129.28129797423057,60.118929741639924,1.0
-117.77076422508856,53.445937756881534,-61.74654983620354,27.673505698034322,112.04842877777003,52.1621387691772,1.0
-107.08816919851151,37.135183616699685,-55.56896503845392,20.93483666418482,103.03840832011522,32.97241432970112,1.0
-132.74713321689416,47.47261487861473,-69.6947295110105,27.985457235091317,126.1048074117673,40.84966858885874,1.0
-129.52468659523146,68.71634786785646,-67.39677185607655,36.989968064910414,124.25582947830983,64.01628492026767,1.0
-148.00933727878345,61.20404758234791,-78.71807962637317,33.72324514275238,138.58251530482053,55.058402970348496,1.0
-163.69724794310756,60.377457322039994,-82.31219655897644,34.20550269158494,162.7701027682622,54.78833381376891,1.0
-127.16880472481598,59.900298528272366,-63.67480461735022,32.56802272557899,126.98800021493155,55.589777005707596,1.0
-171.1670863088756,75.35111528058036,-87.09964235123802,39.15078143139981,168.13488791527521,73.6966415426427,1.0
-195.65369068903456,72.38275626958915,-105.37331849400978,47.7020224292323,180.56074439004948,51.19583086452113,1.0
-149.93304995942648,57.320473170697554,-77.86072863769806,32.30246460560048,144.1446426434568,53.38561157380958,1.0
-203.65716546062188,65.59155355696083,-107.0292908183375,34.31135750232188,193.25574928456882,64.14923729617699,1.0
-164.02119738190282,73.05641347587827,-84.11352425942808,38.59966299292229,159.81534624494952,70.37106335383844,1.0
-180.54124361881867,67.99703735716119,-96.64087184547301,37.9372328943417,167.8007435466913,64.00409467906313,1.0
-220.86146112304786,55.63270251592931,-117.47094783939617,32.346676076717166,206.7810265673034,51.34400554311917,1.0
-182.50578248593695,58.02757690085939,-94.9478827120488,31.434097504300972,175.1157995477763,59.27330907141471,1.0
-210.47510218162932,66.73449078841361,-113.59093564466086,34.986130807228626,193.76833307393687,65.37218238274356,1.0
-214.23032918109385,55.05869881299332,-114.44162109659646,33.375465916550866,199.57741616899477,48.7722376044082,1.0
-219.84643032953372,78.32974695536517,-113.88157071345412,45.513292675281924,211.9297192321592,77.74866552865842,1.0
-226.40795615004407,83.29682051409644,-118.70729110625311,44.56346987070053,215.40133008758193,82.60745161129637,1.0
-218.18567053100372,60.10005084903046,-125.30188275732048,41.94999008090188,185.76757554736653,50.50863922799896,1.0
-273.5250990319019,40.21593613644174,-141.87918410246235,22.316297404448086,263.29182985887917,54.92475095470546,1.0
